YEAR,MONTH_,ENTRY_NUMBER,ENTRYSTATUS,ITEM_NO,REGDATE,REGIME,CPC,COUNTRYOFORIGIN,COUNTRYOFDESTINATION,PORT_OF_DISCHARGE,HS_CHAPTER,HSCODE,DESCRIPTION,QUANTITY,FOB,FOBCURRENCYCODE,CIF_VALUE,CUSTOMSVALUE,IMPORT_DUTY,EXCISE,IMPORT_VAT,DUTY_RATE,EXCISE_RATE,VAT_RATE,BIF,VEHICLE_TAX,RML,PRL,PDL,OTHER_TAX,TAX_PAYABLE,TAX_REMITTED
2021,2021-01,2021NMA179466,IN_PROGRESS,1,01/12/2021 12:22:12,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER BOARD,"28,708","18,230",USD,"2,316,410","2,316,410","579,102",0,"370,626",25.0,0.0,16.0,,0,0,0,0,0,"370,626","370,626"
2021,2021-01,2021MSA7724367,IN_PROGRESS,1,01/19/2021 08:40:33,R3,R300,LK ,EG ,MEX ,48,4819400000,4080-03 PLY MULTIWALLED PLAIN PAPER SACKS FOR TEA PACKING              ng,"1,978",0,,"427,132","427,132","106,783",0,"85,426",25.0,0.0,16.0,"192,209",0,0,0,0,0,"192,209",
2021,2021-01,2021MSA7727869,IN_PROGRESS,1,01/23/2021 10:14:48,R3,R300,LK ,EG ,MEX ,48,4819400000,20000PCS OF CARBON FOOT PRINT PAPER SACKS ,"9,600",0,,"2,014,630","2,014,630","503,658",0,"402,926",25.0,0.0,16.0,"906,584",0,0,0,0,0,"906,584",
2021,2021-01,2021NMA180228,IN_PROGRESS,1,01/20/2021 08:32:14,C4,C404,TZ ,,NMA ,48,4804110000,"KRAFT LINER,STD,NS (125/150 GSM) INV,RMCSI-2021010021","28,749","18,256",USD,"2,296,902","2,296,902","574,225",0,"367,504",25.0,0.0,16.0,,0,0,0,0,0,"367,504","367,504"
2021,2021-02,2021NMA182429,IN_PROGRESS,1,02/12/2021 08:51:46,C4,C404,TZ ,,NMA ,48,4804110000,"KRAFT LINER, STD, NS (150/175 GSM) INV.RMCSI-2021020019","28,965","20,131",USD,"2,499,323","2,499,332","624,833",0,"399,893",25.0,0.0,16.0,,0,0,0,0,0,"399,893","399,893"
2021,2021-02,2021NBI1851868,IN_PROGRESS,2,02/08/2021 15:33:47,C4,C460,KE ,,NEX ,48,4819100000,USED WASTE CARTONS IN BULK ,500,"2,000",KES,"2,153","2,153",538,0,431,25.0,0.0,16.0,,0,0,0,0,0,969,"13,675"
2021,2021-02,2021MSA7749647,IN_PROGRESS,1,02/25/2021 09:19:34,R3,R300,LK ,EG ,MEX ,48,4819400000,2550pcs-3PLY PAPER SACKS  FOR TEA PACKING                           ng,"1,187",0,,"239,416","239,416","59,854",0,"47,883",25.0,0.0,16.0,"107,737",0,0,0,0,0,"107,737",
2021,2021-03,2021ICD276083,IN_PROGRESS,61,03/06/2021 10:13:13,C4,C400,CN ,,KRC ,48,4819100000,PACKING BOX ,27,121,USD,"13,444","13,444","3,361",0,"2,689",25.0,0.0,16.0,,0,0,0,0,0,"6,050","2,203,957"
2021,2021-01,2021ICD267309,IN_PROGRESS,1,01/26/2021 11:53:57,C4,C400,CN ,,ICD ,72,7217200000,GALVANIZED BINDING WIRE SINO BRAND (PART IDF),"17,750","11,538",USD,"1,350,386","1,350,388","337,597",0,"270,078",25.0,0.0,16.0,,0,0,0,0,0,"607,675","1,764,765"
2021,2021-03,2021MSA7752311,IN_PROGRESS,1,03/01/2021 11:12:05,R3,R300,LK ,PK ,MEX ,48,4819400000,14Bls-4-PLY MULTIWALL PAPER SACKS  FOR TEA PACKING             ng,285,0,,"45,883","45,883","11,471",0,"9,177",25.0,0.0,16.0,"20,648",0,0,0,0,0,"20,648",
