YEAR,MONTH_,ENTRY_NUMBER,ENTRYSTATUS,ITEM_NO,REGDATE,REGIME,CPC,COUNTRYOFORIGIN,COUNTRYOFDESTINATION,PORT_OF_DISCHARGE,HS_CHAPTER,HSCODE,DESCRIPTION,QUANTITY,FOB,FOBCURRENCYCODE,CIF_VALUE,CUSTOMSVALUE,IMPORT_DUTY,EXCISE,IMPORT_VAT,DUTY_RATE,EXCISE_RATE,VAT_RATE,BIF,VEHICLE_TAX,RML,PRL,PDL,OTHER_TAX,TAX_PAYABLE,TAX_REMITTED
2020,2020-08,2020ICD223882,IN_PROGRESS,3,08/01/2020 14:49:31,C4,C400,RU ,,ICD ,48,4804310000,5.931MT RECYCLED KRAFT PAPER 80 GSM -1240MM,"5,931","2,701",USD,"362,991","362,991","90,748",0,"63,523",25.0,0.0,14.0,,0,0,0,0,0,"154,271","1,329,626"
2020,2020-07,2020ICD220753,IN_PROGRESS,1,07/20/2020 11:43:26,C4,C400,US ,,ICD ,48,4804310000,1 X 40 CONTAINING - KRAFTLINER PAPER 150GSM SIZE 950/1050/1250/1300/1360/1400/1450/1500/1560/1670/1760/1800MM ,"23,104","10,661",USD,"1,367,573","1,367,571","341,893",0,"239,325",25.0,0.0,14.0,,0,0,0,0,0,"581,218","626,613"
2020,2020-11,2020MSA7686701,IN_PROGRESS,1,11/23/2020 15:52:47,C4,C400,BR ,,CNT ,48,4804210000,EXTENSIBLE SACK KRAFT -SIZE 1470MM X SUB 80/90GSM  -PART IDF  -BMBA003824,"194,656","105,084",USD,"14,085,190","14,085,139","3,521,285",0,"2,464,899",25.0,0.0,14.0,,0,0,0,0,0,"5,986,184","6,445,870"
2020,2020-08,2020NMA170594,IN_PROGRESS,1,08/31/2020 09:29:01,C4,C404,TZ ,,NMA ,48,4804110000,"KRAFT LINER, STD, NS (150 GSM) INV.RMCSI-2020080048","28,089","17,837",USD,"2,205,923","2,205,927","551,482",0,"308,830",25.0,0.0,14.0,,0,0,0,0,0,"308,830","308,830"
2020,2020-11,2020ICD251164,IN_PROGRESS,5,11/18/2020 13:16:33,C4,C490,IN ,,ICD ,48,4819100000,"1X40  CONTAINING:-  CARTONS MADE OUT OF CARDBOARD VARNISHED  AND PRINTED -MEDIDERM CREAM -15G,BATCH NO.0965.",159,264,USD,"30,637","30,637","7,659",0,"4,289",25.0,0.0,14.0,,0,0,0,0,0,0,"203,277"
2020,2020-11,2020MSA7678076,IN_PROGRESS,1,11/09/2020 17:12:28,C4,C400,ZA ,,MCT ,72,7207110000,18X20FT CNERS STC 498.860 MT OF STEEL BILLETS 120MM X 120MM,"498,860","217,503",USD,"25,376,469","25,376,492",0,0,"3,552,709",0.0,0.0,14.0,,0,0,0,0,0,"3,552,709","4,395,567"
2020,2020-09,2020MSA7631050,IN_PROGRESS,5,09/08/2020 10:13:12,C4,C400,CN ,,MIT ,48,4819100000,MOBILE PHONE ACCESSORIES - PHONE PACKAGING BOX,350,"1,200",USD,"136,551","136,551","34,138",0,"23,896",25.0,0.0,14.0,,0,0,0,0,0,"58,034","1,000,456"
2020,2020-10,2020MSA7661536,IN_PROGRESS,1,10/14/2020 15:50:46,R3,R300,LK ,EG ,MEX ,48,4819400000,4835 PCS 4PLY PAPER SACKS WITH ALU FOIL-FOR TEA PACKAGING,"2,659",0,,"492,010","492,010","123,002",0,"86,102",25.0,0.0,14.0,"209,104",0,0,0,0,0,"209,104",
2020,2020-09,2020ICD237874,IN_PROGRESS,1,09/25/2020 08:33:55,C4,C400,ZA ,,ICD ,72,7207110000,504.22 MT STEEL BILLETS - SIZE: 100.00MM X 100.00MM X 5.8M,"504,220","191,604",USD,"22,747,112","22,747,070",0,0,"3,184,590",0.0,0.0,14.0,,0,0,0,0,0,"3,184,590","3,894,231"
2020,2020-07,2020ICD222100,IN_PROGRESS,1,07/25/2020 10:02:00,C4,C400,SA ,,ICD ,48,4811599000,1X20 CONT 13 PALLETS  [1304.17KPK]CONTAINING 86 REELS TETRA PAK PACKAGING MATERIALS [BEVERAGE PACKING MATERIAL COATED WITH PLASTICS],"11,368","34,769",EUR,"4,569,743","4,569,732","456,973",0,"703,739",10.0,0.0,14.0,,0,0,0,0,0,"1,160,712","1,299,688"
2020,2020-10,2020ICD247270,IN_PROGRESS,2,10/31/2020 08:51:26,C4,C400,IT ,,ICD ,48,4811599000,1X20 FT CNER CONTAINING 10 REELS ON  4 PALLETS OF PE-FILM COATED PAPER-OUTER DIAMETER 54CMS MAX-CORE 76.20 WIDTH 185.00CM,"3,266","4,300",EUR,"623,802","623,802","62,380",0,"96,065",10.0,0.0,14.0,,0,0,0,0,0,"158,445","596,434"
2020,2020-11,2020ICD250734,IN_PROGRESS,14,11/16/2020 14:06:36,C4,C400,CN ,,ICD ,48,4811599000,6520 PRESS PAPER PLUS FILM,"1,142","2,376",USD,"270,899","270,899","27,090",0,"41,719",10.0,0.0,14.0,,0,0,0,0,0,"68,809","2,472,357"
2020,2020-10,2020ICD239860,IN_PROGRESS,1,10/02/2020 09:35:12,C4,C400,SE ,,ICD ,48,4804390000,"4X40 CONTS 76 REELS BLEACHED KRAFT PAPER 1268MM, 72GSM  FOR THE MANUFACTURE OF TETRA PAK LIQUID PACKAGING MATERIAL  ","95,608","77,860",EUR,"11,220,442","11,220,407","1,122,041",0,"1,727,943",10.0,0.0,14.0,,0,0,0,0,0,"2,849,984","3,205,417"
2020,2020-07,2020ICD219192,IN_PROGRESS,1,07/14/2020 11:45:32,C4,C400,US ,,ICD ,48,4804110000,BROWN KRAFTLINER IN REELS 127/150/170GSM,"95,754","44,734",USD,"5,658,481","5,658,481","1,414,620",0,"990,234",25.0,0.0,14.0,,0,0,0,0,0,"2,404,854","2,592,538"
2020,2020-07,2020MSA7591110,IN_PROGRESS,1,07/25/2020 13:20:28,C4,C400,SE ,,CCF ,48,4804390000,1X40FT CNER CONTAINING PERFORMANCE WHITE TEST (WHITE SACK PAPER ) 120GSM/820MM - 23.553MT,"23,553","20,012",EUR,"2,725,262","2,725,255","272,526",0,"419,689",10.0,0.0,14.0,,0,0,0,0,0,"692,215","778,425"
2020,2020-10,2020ICD239680,IN_PROGRESS,1,10/01/2020 12:31:03,C4,C400,CN ,,ICD ,72,7216610000,STUD SIZE 65X35MMX0.42MMX2.8MTR WITH HOLES AND FULL DOTTED.,"14,500","10,080",USD,"1,229,109","1,229,111","314,850",0,"216,155",25.0,0.0,14.0,,0,0,0,0,0,"531,005","1,006,919"
2020,2020-07,2020MSA7583423,IN_PROGRESS,8,07/17/2020 09:31:25,C4,C410,CN ,,MEX ,48,4819100000,FOC EMPTY CARTONS (for packing blenders),12,0,,892,892,223,0,156,25.0,0.0,14.0,,0,0,0,0,0,379,"1,023,581"
2020,2020-07,2020ICD222692,IN_PROGRESS,1,07/27/2020 15:17:14,C4,C400,PK ,,ICD ,48,4811599000,DKE-C278-09-DAIRY FRESH LOW FAT TBA 1000ML SLIM (178 KPK)-PACKAGING MATERIAL,"4,942","12,231",EUR,"1,640,822","1,640,819","164,082",0,"252,686",10.0,0.0,14.0,,0,0,0,0,0,"416,768","1,855,693"
2020,2020-09,2020MSA7627184,IN_PROGRESS,1,09/02/2020 16:02:26,R3,R300,LK ,EG ,MEX ,48,4819400000,2560 PIECES 4 PLY PAPER SACKS WITH ALU FOIL-FOR TEA PACKAGING,"1,408",0,,"260,506","260,506","65,126",0,"45,589",25.0,0.0,14.0,"110,715",0,0,0,0,0,"110,715",
2020,2020-09,2020MSA7630893,IN_PROGRESS,1,09/08/2020 08:37:17,R3,R300,LK ,EG ,MEX ,48,4819400000,5610-03 PLY MULTIWALLED PLAIN PAPER  SACKS FOR TEA PACKING  SM,"2,665",0,,"693,112","693,112","173,278",0,"121,295",25.0,0.0,14.0,"294,573",0,0,0,0,0,"294,573",
2020,2020-09,2020ICD233188,IN_PROGRESS,1,09/08/2020 22:57:26,C4,C490,IN ,,ICD ,48,4819100000,PRE-PRINTED CARTONS FOR MEDICINE,"9,119","18,151",USD,"2,065,711","2,065,704","516,426",0,"289,198",25.0,0.0,14.0,,0,0,0,0,0,0,"198,664"
2020,2020-08,2020NBI1823641,IN_PROGRESS,1,08/13/2020 11:12:37,C4,C410,RU ,,TKA ,48,4804210000,UNBLEACHED SACK KRAFT PAPER IN REELS SUBS 80GSM,"46,757",0,,"3,472,925","3,472,925","868,231",0,"607,762",25.0,0.0,14.0,,0,0,0,0,0,"1,475,993","1,580,181"
2020,2020-10,2020NMA172168,IN_PROGRESS,1,10/12/2020 12:12:34,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"29,227","20,751",USD,"2,577,722","2,577,733","644,433",0,"360,883",25.0,0.0,14.0,,0,0,0,0,0,"360,883","360,883"
2020,2020-08,2020MSA7611487,IN_PROGRESS,1,08/17/2020 14:34:04,C4,C400,OM ,,RLC ,72,7217200000,2X20FT CONTRS STC LOW CARBON HOT DIPPED GALVANIZED WIRE GRADE SAE 1008 SIZE 1.80 MM - 103 COILS,"53,291","36,238",USD,"4,282,586","4,282,570","1,070,643",0,"749,450",25.0,0.0,14.0,,0,0,0,0,0,"1,820,093","1,957,237"
2020,2020-10,2020MSA7658230,IN_PROGRESS,1,10/11/2020 12:19:35,C4,C400,FI ,,CNT ,48,4804390000,BLEACHED KRAFT PAPER-  AXELLO TOUGH WHITE KRAFT PAPER IN REELS SUBS 120GSM,"94,739","81,068",EUR,"11,260,982","11,260,947","1,126,095",0,"1,734,186",10.0,0.0,14.0,,0,0,0,0,0,"2,860,281","3,216,181"
2020,2020-10,2020ICD242027,IN_PROGRESS,1,10/12/2020 09:34:34,C4,C400,TR ,,ICD ,48,4811599000,1X40 CONT 26 PALLETS-71 REELS LIQUID PACKAGING MATERIAL [BEVERAGE PACKING MATERIAL COATED WITH PLASTICS],"15,267","35,025",EUR,"4,967,520","4,967,505","496,750",0,"764,996",10.0,0.0,14.0,,0,0,0,0,0,"1,261,746","1,413,746"
2020,2020-10,2020MSA7654913,IN_PROGRESS,1,10/06/2020 12:10:01,C4,C400,CN ,,IIL ,72,7217200000,3X20FT CONTS STC GALVANIZED IRON WIRE 16G 1.6MM 15G 1.8MM 1ROLL/PKG,"20,000","10,000",USD,"1,157,415","1,157,412","289,353",0,"202,547",25.0,0.0,14.0,,0,0,0,0,0,"491,900","1,354,453"
2020,2020-10,2020ICD241669,IN_PROGRESS,1,10/09/2020 11:00:06,C4,C491,SA ,,ICD ,48,4805110000,SEMI CHEMICAL FLUTING (MEPCHEM),"22,889","8,789",USD,"1,120,383","1,120,380","112,038",0,"156,853",10.0,0.0,14.0,"112,038",0,0,0,0,0,"156,853","188,025"
2020,2020-10,2020MSA7658664,IN_PROGRESS,5,10/12/2020 11:02:43,C4,C400,CN ,,RLC ,48,4819100000,PACKING BOX,"2,050",200,USD,"24,454","24,454","6,114",0,"4,279",25.0,0.0,14.0,,0,0,0,0,0,"10,393","602,558"
2020,2020-09,2020MLB549512,IN_PROGRESS,1,09/14/2020 13:16:49,C4,C404,UG ,,MLB ,72,7217200000,"GALVANIZED WIRE RODS 1.75MM,2.00MM AND 3.10MM","28,000","25,480",USD,"2,850,049","2,850,054","712,513",0,"399,008",25.0,0.0,14.0,,0,0,0,0,0,"399,008","399,008"
2020,2020-07,2020ICD218912,IN_PROGRESS,1,07/13/2020 13:00:38,C4,C490,IN ,,ICD ,48,4819100000,PRINTED PAPER BOARD CARTONS (PHARMACEUTICAL PACKAGING MATERIALS),"13,930","26,468",USD,"3,101,286","3,101,286","775,322",0,"434,180",25.0,0.0,14.0,,0,0,0,0,0,0,"112,630"
2020,2020-08,2020MSA7614488,IN_PROGRESS,1,08/19/2020 16:56:11,C4,C400,FI ,,CCF ,48,4804390000,1 X 40FT CNER OF PAPER  AXELLO TOUGH WHITE WHITE  KRAFT PAPER,"23,224","19,703",EUR,"2,809,259","2,809,255","280,925",0,"432,625",10.0,0.0,14.0,,0,0,0,0,0,"713,550","802,217"
2020,2020-10,2020NMA172169,IN_PROGRESS,1,10/12/2020 12:13:13,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,"28,753","18,258",USD,"2,298,175","2,298,186","574,546",0,"321,746",25.0,0.0,14.0,,0,0,0,0,0,"321,746","321,746"
2020,2020-09,2020ICD237701,IN_PROGRESS,2,09/24/2020 11:48:14,C4,C400,IT ,,ICD ,48,4819400000,PAPER BAG SMALL SIZE,"3,906","8,463",EUR,"1,370,453","1,370,449","342,612",0,"239,829",25.0,0.0,14.0,,0,0,0,0,0,"582,441","700,116"
2020,2020-10,2020MSA7659706,IN_PROGRESS,1,10/13/2020 09:33:39,R3,R300,LK ,EG ,MEX ,48,4819400000,3570-03 PLY MULTIWALLED PLAIN PAPER SACKS FOR TEA PACKING       SM,"1,696",0,,"371,061","371,061","92,765",0,"64,936",25.0,0.0,14.0,"157,701",0,0,0,0,0,"157,701",
2020,2020-07,2020NMA169141,IN_PROGRESS,1,07/28/2020 10:48:02,C4,C404,TZ ,,NMA ,48,4804210000,SACK KRAFT PAPER,"29,014","18,279",EUR,"2,614,399","2,619,701","654,925",0,"366,758",25.0,0.0,14.0,,0,0,0,0,0,"366,758","366,758"
2020,2020-08,2020MSA7615867,IN_PROGRESS,1,08/21/2020 10:07:13,C4,C400,IN ,,MTC ,72,7207110000,18X20FT STC 501.230 MTS OF MS Steel Billets size 100MM X 100MM X 5800MM - (part idf),"501,230","185,455",USD,"22,083,054","22,082,973",0,0,"3,091,616",0.0,0.0,14.0,,0,0,0,0,0,"3,091,616","3,781,173"
2020,2020-08,2020MSA7616063,IN_PROGRESS,1,08/21/2020 11:17:27,R3,R300,LK ,GB ,MEX ,48,4819400000,100 PCS 3PLLY PAPER SACKS WITH ALU FOIL FOR TEA PACKAGING,55,0,,"10,176","10,176","2,544",0,"1,781",25.0,0.0,14.0,"4,325",0,0,0,0,0,"4,325",
2020,2020-08,2020ICD224485,IN_PROGRESS,7,08/03/2020 16:29:38,C4,C400,CN ,,ICD ,48,4819100000,DRY CELL INNER BOX,"10,125","2,633",USD,"296,619","296,618","74,155",0,"51,908",25.0,0.0,14.0,,0,0,0,0,0,"126,063","7,219,769"
2020,2020-09,2020ICD233737,IN_PROGRESS,1,09/10/2020 14:48:15,C4,C400,PL ,,ICD ,48,4804310000,11 X 40 CONTAINING - KRAFTLINER PAPER 125GSM SIZE 950/1000/1050/1150/1250/1300/1360/1400/1450/1500/1560/1670/1710/1760/1800MM  ,"176,416","76,741",USD,"10,661,071","10,661,032","2,665,258",0,"1,865,681",25.0,0.0,14.0,,0,0,0,0,0,"4,530,939","6,931,268"
