YEAR,MONTH_,ENTRY_NUMBER,ENTRYSTATUS,ITEM_NO,REGDATE,REGIME,CPC,COUNTRYOFORIGIN,COUNTRYOFDESTINATION,PORT_OF_DISCHARGE,HS_CHAPTER,HSCODE,DESCRIPTION,QUANTITY,FOB,FOBCURRENCYCODE,CIF_VALUE,CUSTOMSVALUE,IMPORT_DUTY,EXCISE,IMPORT_VAT,DUTY_RATE,EXCISE_RATE,VAT_RATE,BIF,VEHICLE_TAX,RML,PRL,PDL,OTHER_TAX,TAX_PAYABLE,TAX_REMITTED
2020,2020-01,2020ICD173155,IN_PROGRESS,2,43:30.0,C4,C400,FI ,,ICD ,48,4804390000,AXELLO SWAN WHITE KRAFT  BLEACHED PAPER  IN REELS 90GSM,22973,20339.96,EUR,2526032.733,2526034.958,252603.0,0.0,444582.0,10.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,697185,1687943.0
2020,2020-01,2020ICD175334,IN_PROGRESS,2,31:06.0,C4,C400,EG ,,ICD ,72,7216210000,"13 BUNDLES STC 67 PCS OF 27560 KGS PRIME NON ALLOY HOT ROLLED STEEL EQUAL ANGLES GRADE, S235 JR, SIZE. 60MM X 60MM X 6MM X 6M, STUFFED INTO 4X20ST.CNERS.  ",27560,13091.0,USD,1495748.585,1495750.053,558773.0,0.0,239320.0,25.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,239320,1257936.0
2020,2020-01,2020MSA7435967,IN_PROGRESS,1,12:38.0,E1,E100,KE ,SD ,MEX ,48,4819100000,9615 PCS PRINTED CARTONS TEA PACKING MATERIALS INV. 77752,2404,363310.5,KES,363310.5,363310.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,92.0
2020,2020-01,2020ICD175076,IN_PROGRESS,1,31:58.0,C4,C408,RU ,,ICD ,48,4804210000,UNBLEACHED SACK KRAFT PAPER IN REELS 78GSM,47981,27906.42,USD,3500270.338,3500273.769,875068.0,0.0,700055.0,25.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,1575123,1575123.0
2020,2020-01,2020MSA7435539,IN_PROGRESS,1,43:23.0,R3,R300,LK ,PL ,MEX ,48,4819400000,5000 PIECES MULTIWALL PAPER SACKS FOR TEA PACKAGING,2581,0.0,,409832.0,409832.0,102458.0,0.0,81966.0,25.0,0.0,16.0,184424.0,0.0,0.0,0.0,0.0,0.0,184424,
2020,2020-01,2020ICD175876,IN_PROGRESS,1,46:40.0,C4,C400,TR ,,ICD ,48,4804390000,"PROTECTION PAPER 45 GSM,164CM 1000M",1481,1640.0,EUR,207664.3062,207663.508,20766.0,0.0,36549.0,10.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,57315,942899.0
2020,2020-01,2020ICD174826,IN_PROGRESS,1,53:46.0,C4,C408,FI ,,ICD ,48,4804390000,BLEACHED KRAFT PAPER-AXELLO KRAFT(WHITE KRAFT PAPER) IN REELS SUBS 90GSM,92723,82518.83,EUR,10187982.38,10188019.93,1018802.0,0.0,1793092.0,10.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,2811894,2811894.0
2020,2020-01,2020ICD179528,IN_PROGRESS,1,48:05.0,C4,C492,FI ,,ICD ,48,4804110000,KRAFTLINER BOARD -AVANTKRAFT DIA 1250MM CORE 101MM SUB 135/150/170GSM R/W 1220/1450-2050mm  -PART IDF -BMBA002685      ,271162,123747.48,USD,15130496.07,15130451.24,3782613.0,0.0,2420872.0,25.0,0.0,16.0,3782613.0,0.0,0.0,0.0,0.0,0.0,2420872,2781409.0
2020,2020-01,2020NMA163793,IN_PROGRESS,1,08:17.0,C4,C404,TZ ,,NMA ,48,4804110000,"KRAFT LINER, STD, NS (150 GSM) INV.RMCSI-2020010037",29139,18940.35,USD,2210702.365,2210695.809,552674.0,0.0,353711.0,25.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,353711,353711.0
2020,2020-03,2020ICD188538,IN_PROGRESS,1,11:05.0,C4,C400,CN ,,ICD ,72,7217200000,GALVANIZED WIRE 2.5MM BRAND KUFENG,17500,6700.0,USD,748541.7567,748538.794,74854.0,0.0,131743.0,10.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,206597,409681.0
2020,2020-02,2020MSA7454266,IN_PROGRESS,1,12:48.0,C4,C408,EG ,,RLC ,72,7217200000,"04X20' S.T.C  HOT DIPPED GALVANIZED STEEL WIRE, ZINC COATING 50-70 GR/SQM, COMMERCIAL QUALITY TS  35 -50KG/MM2  DIA 1.60 MM  - 254 COILS",107850,93613.8,USD,9987673.614,9987703.316,998770.0,0.0,1598033.0,10.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,1598033,1598033.0
2020,2020-02,2020ICD186809,IN_PROGRESS,1,48:20.0,C4,C400,CN ,,ICD ,72,7217200000,"ELECTRO ZINC STEEL WIRE Q235 2.5MM, BRAND: SHENHENG",18970,12045.95,USD,1269018.431,1269013.389,126901.0,0.0,223346.0,10.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,350247,567828.0
2020,2020-02,2020MSA7464656,IN_PROGRESS,3,30:24.0,C4,C491,IT ,,FOC ,48,4819100000,"CARTON- TRAY HD/6-10 CT/5DN-DIE CUT , QTY:69300 PCS ==== CNTR.NO(S) SEE ATTACHED LIST",53361,55440.0,USD,6450896.072,6450870.507,1612718.0,0.0,1032139.0,25.0,0.0,16.0,12576131.0,0.0,0.0,0.0,0.0,0.0,1032139,9141083.0
2020,2020-02,2020ICD186168,IN_PROGRESS,1,42:36.0,C4,C408,RU ,,ICD ,48,4804210000,"SACKKRAFT PAPER UNBLEACHED;  -STANDARD SACKKRAFT PAPER GSM 70/80, RL WDTH; 620/700/480/540/1070 MM.",47832,25825.76,USD,3283768.001,3283754.991,820939.0,0.0,656751.0,25.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,1477690,1477690.0
2020,2020-02,2020NMA164038,IN_PROGRESS,1,26:21.0,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,28107,18269.55,USD,2160085.029,2160078.609,540020.0,0.0,345613.0,25.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,345613,345613.0
2020,2020-03,2020ICD190138,IN_PROGRESS,1,15:53.0,C4,C491,US ,,ICD ,48,4804110000,"16 ROLLS STC 21,433 KGS OF RHINO KRAFT KRAFTLINER, UNBLEACHED PAPER, SUBSTANCE 127 GSM, RW. 1220MM - 1480MM, STUFFED INTO 1X40HQ.CNER.",21433,8776.06,USD,1136050.406,1136051.512,284013.0,0.0,181768.0,25.0,0.0,16.0,284013.0,0.0,0.0,0.0,0.0,0.0,181768,218352.0
2020,2020-02,2020MSA7455064,IN_PROGRESS,1,40:09.0,R3,R300,LK ,KZ ,MEX ,48,4819400000,400 PIECES - 04 PLY MULTIWALL PRINTED PAPER SACKS FOR TEA PACKING               ng,272,0.0,,460897.0,460897.0,115224.0,0.0,92179.0,25.0,0.0,16.0,207403.0,0.0,0.0,0.0,0.0,0.0,207403,
2020,2020-03,2020NMA165391,IN_PROGRESS,1,20:12.0,C4,C404,TZ ,,NMA ,48,4804110000,KRAFT LINER PAPER,28825,18736.25,USD,2252515.664,2252517.859,563129.0,0.0,360403.0,25.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,360403,360403.0
2020,2020-03,2020MLB538885,IN_PROGRESS,1,03:41.0,C4,C404,UG ,,MLB ,72,7217200000,GI WIRE RODS 1.75MM,28000,25480.0,USD,3459342.975,2668381.24,266838.0,0.0,426941.0,10.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,426941,426941.0
2020,2020-03,2020MSA7490863,IN_PROGRESS,1,53:34.0,C4,C400,SE ,,CCF ,48,4804310000,4X40FT CNERS CONTAING ADVANTAGE KRAFT PLUS PAPER  GSM 120 / 1070MM  - 98.193MT  CNERS PONU 8205656 MSKU 9115773,98193,79995.91,EUR,9730185.739,9730185.739,2432546.0,0.0,1946037.0,25.0,0.0,16.0,,0.0,0.0,0.0,0.0,0.0,4378583,4931787.0
